query_id,job_id,rank,score
32,10419,1,19.814325
32,10429,2,19.814325
32,10491,3,19.814325
32,10305,4,19.814325
32,10758,5,19.814325
32,10771,6,19.814325
32,10794,7,19.814325
32,10724,8,19.814325
32,10751,9,19.814325
32,9837,10,19.814325
33,3712,1,21.346317
33,37644,2,20.163303
33,47106,3,20.163303
33,10956,4,19.068771
33,48709,5,17.794806
33,35503,6,16.727692
33,17005,7,16.378197
33,21008,8,16.098494
33,57539,9,15.816738
33,57429,10,15.574725
34,57748,1,22.43492
34,57357,2,17.907719
34,56948,3,17.907719
34,57484,4,17.576986
34,26785,5,17.081968
34,55472,6,15.702295
34,15620,7,15.529736
34,54630,8,14.994371
34,54817,9,14.994371
34,36116,10,14.681386
35,50476,1,17.820381
35,43548,2,16.496183
35,48455,3,15.311714
35,31888,4,14.712196
35,45987,5,14.463634
35,46307,6,14.285943
35,46308,7,14.285943
35,46309,8,14.285943
35,46310,9,14.285943
35,46311,10,14.285943
36,7319,1,25.457767
36,10814,2,25.193775
36,12839,3,25.193775
36,11844,4,25.193775
36,12424,5,25.193775
36,6956,6,22.796452
36,20161,7,22.655882
36,17357,8,22.655882
36,17186,9,22.318153
36,21211,10,21.123493
37,7886,1,22.042265
37,10377,2,22.042265
37,10469,3,22.042265
37,10488,4,22.042265
37,10615,5,22.042265
37,10638,6,22.042265
37,10010,7,22.042265
37,10175,8,22.042265
37,8271,9,22.042265
37,11552,10,22.042265
38,16889,1,25.241982
38,12512,2,23.435122
38,16266,3,19.425642
38,20934,4,19.425642
38,19638,5,19.425642
38,14467,6,18.530195
38,11991,7,18.522238
38,18919,8,18.234867
38,8502,9,17.843323
38,12091,10,17.809563
39,55111,1,25.305222
39,58215,2,22.72456
39,57415,3,22.618866
39,57017,4,22.618866
39,9741,5,20.722662
39,9780,6,20.722662
39,9354,7,20.722662
39,20341,8,20.722662
39,21610,9,20.722662
39,20798,10,20.722662
40,7411,1,25.349115
40,15138,2,25.268526
40,7454,3,23.029266
40,5757,4,21.650547
40,5137,5,21.650547
